title,description,category
Permohonan surat pengantar dekat sekolah,Informasi umum: hewan liar masuk rumah. Lokasi RT 06 RW 03 Kel. Teratai. Mohon tindak lanjut.,OTHER
Keluhan suara genset samping pos ronda,Informasi umum: pinjam fasilitas. Lokasi RT 01 RW 04 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Eceng gondok menutup kali taman,"Setelah hujan 1 hari, tanah tebing mengalami masalah. Terjadi longsor kecil dan mengakibatkan area gelap.",ENVIRONMENT
Sampah menumpuk lapangan komplek,Tumpukan plastik seminggu sekali tidak diangkut sejak 3 hari. Area RT 03 RW 02 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Permohonan surat pengantar perempatan,Informasi umum: barang hilang/temuan. Lokasi RT 09 RW 02 Kel. Mawar. Mohon tindak lanjut.,OTHER
Tekanan air sangat kecil pasar,Pasokan listrik bermasalah seminggu sekali sejak 2 hari di Jl. Anggrek 1. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Bau menyengat dari tumpukan sampah depan masjid,Tumpukan sampah rumah tangga hampir tiap hari tidak diangkut sejak 1 hari. Area RT 08 RW 03 menjadi kotor dan mengakibatkan area gelap.,CLEANLINESS
Orang asing mencurigakan taman,Kejadian balap liar terjadi hampir tiap hari pada siang di RT 05 RW 04 Kel. Mawar. Kondisi membahayakan pejalan kaki.,SECURITY
Jembatan kecil rapuh perempatan,RT 01 RW 01 Jl. Melati 3 di Kel. Flamboyan mengalami kerusakan ringan selama 14 hari. Lubang berdiameter 20 cm mengundang nyamuk.,INFRASTRUCTURE
Jembatan kecil rapuh pasar,RT 05 RW 01 Jl. Anggrek 1 di Kel. Cempaka mengalami kerusakan ringan selama 1 hari. Lubang berdiameter 170 cm menyebabkan bau menyengat.,INFRASTRUCTURE
CCTV pos ronda mati lapangan komplek,Kejadian penjambretan terjadi setiap hari pada siang di RT 08 RW 05 Kel. Teratai. Kondisi menghambat akses darurat.,SECURITY
Kucing hilang dicari pemilik lapangan komplek,Informasi umum: barang hilang/temuan. Lokasi RT 04 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Listrik padam saat hujan balai warga,Pasokan air bermasalah setiap hari sejak 6 hari di Jl. Anggrek 5. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Temuan dompet taman,Informasi umum: barang hilang/temuan. Lokasi RT 02 RW 02 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Tempat sampah terpilah pasar,Mohon dipertimbangkan program pelatihan APAR di RT 08 RW 01 Kel. Anyelir untuk mencegah menghambat akses darurat.,SUGGESTION
Keluhan suara genset gang utama,Informasi umum: pinjam fasilitas. Lokasi RT 09 RW 04 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Lampu jalan mati balai warga,"PJU di Jl. Melati 3 padam sejak 6 hari, terutama pada sore. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Pohon tumbang/miring dekat sekolah,"Setelah hujan 2 hari, saluran mengalami masalah. Terjadi genangan dan mengundang nyamuk.",ENVIRONMENT
Tempat sampah terpilah perempatan,Mohon dipertimbangkan program taman baca di RT 03 RW 01 Kel. Anyelir untuk mencegah mengakibatkan area gelap.,SUGGESTION
Saran pemasangan speed bump perempatan,Mohon dipertimbangkan program kerja bakti bulanan di RT 09 RW 05 Kel. Mawar untuk mencegah membuat jalan licin.,SUGGESTION
Balap liar taman,Kejadian keributan terjadi seminggu sekali pada malam di RT 07 RW 03 Kel. Anyelir. Kondisi menyebabkan banjir kecil.,SECURITY
Kucing hilang dicari pemilik jembatan kecil,Informasi umum: hewan liar masuk rumah. Lokasi RT 01 RW 02 Kel. Teratai. Mohon tindak lanjut.,OTHER
Penambahan CCTV perempatan,Mohon dipertimbangkan program rak sepeda di RT 08 RW 03 Kel. Teratai untuk mencegah mengakibatkan area gelap.,SUGGESTION
Kucing hilang dicari pemilik gang utama,Informasi umum: pinjam fasilitas. Lokasi RT 07 RW 04 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Poster liar dan vandalisme balai warga,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 1 hari. Area RT 08 RW 02 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Parkir liar tutup akses taman,Kejadian pencurian terjadi hampir tiap hari pada malam di RT 04 RW 03 Kel. Anyelir. Kondisi menghambat akses darurat.,SECURITY
Orang asing mencurigakan samping pos ronda,Kejadian penjambretan terjadi setiap hari pada sore di RT 01 RW 04 Kel. Teratai. Kondisi membuat jalan licin.,SECURITY
Kerja bakti rutin balai warga,Mohon dipertimbangkan program pelatihan APAR di RT 09 RW 02 Kel. Teratai untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Penambahan CCTV samping pos ronda,Mohon dipertimbangkan program rak sepeda di RT 10 RW 04 Kel. Mawar untuk mencegah mengundang nyamuk.,SUGGESTION
Kebocoran pipa air taman,Pasokan air bermasalah seminggu sekali sejak 10 hari di Jl. Anggrek 2. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Parkir liar tutup akses perempatan,Kejadian keributan terjadi hampir tiap hari pada siang di RT 05 RW 04 Kel. Flamboyan. Kondisi mengganggu aktivitas warga.,SECURITY
CCTV pos ronda mati gang utama,Kejadian keributan terjadi tiap akhir pekan pada pagi di RT 08 RW 04 Kel. Cempaka. Kondisi rawan kecelakaan.,SECURITY
Kerja bakti rutin gang utama,Mohon dipertimbangkan program bank sampah di RT 07 RW 04 Kel. Teratai untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Permohonan surat pengantar jembatan kecil,Informasi umum: pinjam fasilitas. Lokasi RT 01 RW 02 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Permintaan pinjam kursi perempatan,Informasi umum: hewan liar masuk rumah. Lokasi RT 10 RW 01 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Penambahan CCTV perempatan,Mohon dipertimbangkan program pelatihan APAR di RT 01 RW 03 Kel. Mawar untuk mencegah mengundang nyamuk.,SUGGESTION
Keluhan suara genset taman,Informasi umum: administrasi. Lokasi RT 05 RW 03 Kel. Mawar. Mohon tindak lanjut.,OTHER
Tempat sampah terpilah lapangan komplek,Mohon dipertimbangkan program one gate system di RT 05 RW 04 Kel. Mawar untuk mencegah menghambat akses darurat.,SUGGESTION
Saran pemasangan speed bump gang utama,Mohon dipertimbangkan program rak sepeda di RT 05 RW 02 Kel. Teratai untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Tempat sampah terpilah depan masjid,Mohon dipertimbangkan program taman baca di RT 04 RW 03 Kel. Flamboyan untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Keluhan suara genset lapangan komplek,Informasi umum: hewan liar masuk rumah. Lokasi RT 02 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Kucing hilang dicari pemilik lapangan komplek,Informasi umum: barang hilang/temuan. Lokasi RT 09 RW 01 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Orang asing mencurigakan lapangan komplek,Kejadian balap liar terjadi seminggu sekali pada malam di RT 06 RW 01 Kel. Anyelir. Kondisi mengundang nyamuk.,SECURITY
Orang asing mencurigakan lapangan komplek,Kejadian balap liar terjadi seminggu sekali pada pagi di RT 03 RW 03 Kel. Anyelir. Kondisi membahayakan pejalan kaki.,SECURITY
Limbah rumah tangga ke parit depan masjid,"Setelah hujan 14 hari, saluran mengalami masalah. Terjadi longsor kecil dan mengakibatkan area gelap.",ENVIRONMENT
Panel PJU terbuka balai warga,"PJU di Jl. Melati 5 padam sejak 6 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Pencurian motor balai warga,Kejadian pencurian terjadi seminggu sekali pada siang di RT 09 RW 02 Kel. Flamboyan. Kondisi mengundang nyamuk.,SECURITY
Panel PJU terbuka taman,"PJU di Jl. Anggrek 2 padam sejak 3 hari, terutama pada pagi. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Bau comberan lapangan komplek,"Setelah hujan 1 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan menyebabkan banjir kecil.",ENVIRONMENT
Tempat sampah terpilah dekat sekolah,Mohon dipertimbangkan program one gate system di RT 07 RW 03 Kel. Teratai untuk mencegah menghambat akses darurat.,SUGGESTION
Banjir genangan lapangan komplek,"Setelah hujan 2 hari, saluran mengalami masalah. Terjadi longsor kecil dan mengganggu aktivitas warga.",ENVIRONMENT
Panel PJU terbuka taman,"PJU di Jl. Anggrek 1 padam sejak 2 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Banjir genangan depan masjid,"Setelah hujan 5 hari, pohon besar mengalami masalah. Terjadi genangan dan mengundang nyamuk.",ENVIRONMENT
Kap lampu pecah taman,"PJU di Jl. Kenanga 3 padam sejak 3 hari, terutama pada sore. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Pohon tumbang/miring lapangan komplek,"Setelah hujan 10 hari, saluran mengalami masalah. Terjadi genangan dan menyebabkan bau menyengat.",ENVIRONMENT
Balap liar taman,Kejadian pencurian terjadi tiap akhir pekan pada siang di RT 05 RW 04 Kel. Mawar. Kondisi membahayakan pejalan kaki.,SECURITY
Permohonan surat pengantar lapangan komplek,Informasi umum: administrasi. Lokasi RT 06 RW 01 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Permohonan surat pengantar jembatan kecil,Informasi umum: barang hilang/temuan. Lokasi RT 10 RW 04 Kel. Mawar. Mohon tindak lanjut.,OTHER
Penerangan taman redup balai warga,"PJU di Jl. Anggrek 4 padam sejak 2 hari, terutama pada malam. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Jembatan kecil rapuh balai warga,RT 08 RW 01 Jl. Melati 7 di Kel. Cempaka mengalami kerusakan parah selama 3 hari. Lubang berdiameter 110 cm membuat jalan licin.,INFRASTRUCTURE
Bau comberan taman,"Setelah hujan 2 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan menyebabkan bau menyengat.",ENVIRONMENT
Tiang lampu miring dekat sekolah,"PJU di Jl. Anggrek 5 padam sejak 5 hari, terutama pada sore. Menyebabkan area gelap dan mengundang nyamuk. Mohon perbaikan.",LIGHTING
Kerja bakti rutin perempatan,Mohon dipertimbangkan program kerja bakti bulanan di RT 07 RW 02 Kel. Mawar untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Balap liar perempatan,Kejadian penjambretan terjadi seminggu sekali pada sore di RT 08 RW 04 Kel. Mawar. Kondisi membahayakan pejalan kaki.,SECURITY
Listrik padam saat hujan gang utama,Pasokan listrik bermasalah seminggu sekali sejak 1 hari di Jl. Kenanga 3. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Listrik padam saat hujan balai warga,Pasokan listrik bermasalah hampir tiap hari sejak 3 hari di Jl. Melati 1. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Pohon tumbang/miring dekat sekolah,"Setelah hujan 14 hari, saluran mengalami masalah. Terjadi genangan dan rawan kecelakaan.",ENVIRONMENT
Bau menyengat dari tumpukan sampah gang utama,Tumpukan ranting hampir tiap hari tidak diangkut sejak 3 hari. Area RT 08 RW 05 menjadi kotor dan membuat jalan licin.,CLEANLINESS
Bau menyengat dari tumpukan sampah samping pos ronda,Tumpukan sampah rumah tangga tiap akhir pekan tidak diangkut sejak 1 hari. Area RT 03 RW 05 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Orang asing mencurigakan balai warga,Kejadian aksi mencurigakan terjadi hampir tiap hari pada pagi di RT 02 RW 01 Kel. Teratai. Kondisi menyebabkan banjir kecil.,SECURITY
Air PDAM sering mati balai warga,Pasokan listrik bermasalah seminggu sekali sejak 6 hari di Jl. Melati 5. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Kurang tempat sampah perempatan,Tumpukan sampah rumah tangga tiap akhir pekan tidak diangkut sejak 4 hari. Area RT 03 RW 04 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Orang asing mencurigakan pasar,Kejadian keributan terjadi hampir tiap hari pada sore di RT 05 RW 03 Kel. Mawar. Kondisi membahayakan pejalan kaki.,SECURITY
Keluhan suara genset jembatan kecil,Informasi umum: barang hilang/temuan. Lokasi RT 02 RW 02 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Tempat sampah terpilah taman,Mohon dipertimbangkan program kerja bakti bulanan di RT 04 RW 02 Kel. Flamboyan untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Pohon tumbang/miring gang utama,"Setelah hujan 14 hari, kali mengalami masalah. Terjadi hambatan aliran dan mengundang nyamuk.",ENVIRONMENT
Parkir liar tutup akses lapangan komplek,Kejadian balap liar terjadi tiap akhir pekan pada siang di RT 01 RW 02 Kel. Teratai. Kondisi membahayakan pejalan kaki.,SECURITY
Keributan warga mabuk dekat sekolah,Kejadian keributan terjadi seminggu sekali pada sore di RT 03 RW 05 Kel. Cempaka. Kondisi menyebabkan banjir kecil.,SECURITY
Kebocoran pipa air samping pos ronda,Pasokan listrik bermasalah setiap hari sejak 4 hari di Jl. Anggrek 4. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
CCTV pos ronda mati balai warga,Kejadian aksi mencurigakan terjadi seminggu sekali pada malam di RT 07 RW 01 Kel. Anyelir. Kondisi menyebabkan bau menyengat.,SECURITY
Orang asing mencurigakan pasar,Kejadian penjambretan terjadi setiap hari pada sore di RT 04 RW 05 Kel. Cempaka. Kondisi rawan kecelakaan.,SECURITY
Jembatan kecil rapuh pasar,RT 07 RW 04 Jl. Anggrek 4 di Kel. Flamboyan mengalami kerusakan sedang selama 14 hari. Lubang berdiameter 60 cm mengakibatkan area gelap.,INFRASTRUCTURE
Tekanan air sangat kecil dekat sekolah,Pasokan air bermasalah tiap akhir pekan sejak 10 hari di Jl. Melati 6. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Kap lampu pecah dekat sekolah,"PJU di Jl. Kenanga 3 padam sejak 7 hari, terutama pada malam. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Kap lampu pecah jembatan kecil,"PJU di Jl. Anggrek 5 padam sejak 3 hari, terutama pada malam. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Banjir genangan perempatan,"Setelah hujan 14 hari, kali mengalami masalah. Terjadi longsor kecil dan mengundang nyamuk.",ENVIRONMENT
Banjir genangan jembatan kecil,"Setelah hujan 4 hari, kali mengalami masalah. Terjadi hambatan aliran dan mengundang nyamuk.",ENVIRONMENT
Kebocoran pipa air perempatan,Pasokan listrik bermasalah seminggu sekali sejak 2 hari di Jl. Kenanga 1. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Parkir liar tutup akses dekat sekolah,Kejadian balap liar terjadi seminggu sekali pada malam di RT 06 RW 03 Kel. Flamboyan. Kondisi membahayakan pejalan kaki.,SECURITY
Bau menyengat dari tumpukan sampah jembatan kecil,Tumpukan plastik setiap hari tidak diangkut sejak 10 hari. Area RT 09 RW 03 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Paving bergelombang perempatan,RT 02 RW 03 Jl. Anggrek 2 di Kel. Cempaka mengalami kerusakan parah selama 5 hari. Lubang berdiameter 130 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Pohon tumbang/miring dekat sekolah,"Setelah hujan 14 hari, tanah tebing mengalami masalah. Terjadi longsor kecil dan mengganggu aktivitas warga.",ENVIRONMENT
Bahu jalan longsor taman,RT 07 RW 05 Jl. Melati 5 di Kel. Flamboyan mengalami kerusakan ringan selama 3 hari. Lubang berdiameter 150 cm rawan kecelakaan.,INFRASTRUCTURE
Bau comberan samping pos ronda,"Setelah hujan 14 hari, saluran mengalami masalah. Terjadi genangan dan membahayakan pejalan kaki.",ENVIRONMENT
Poster liar dan vandalisme pasar,Tumpukan sampah rumah tangga setiap hari tidak diangkut sejak 4 hari. Area RT 09 RW 01 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Kurang tempat sampah jembatan kecil,Tumpukan daun kering seminggu sekali tidak diangkut sejak 10 hari. Area RT 07 RW 05 menjadi kotor dan membuat jalan licin.,CLEANLINESS
Bau menyengat dari tumpukan sampah perempatan,Tumpukan plastik tiap akhir pekan tidak diangkut sejak 2 hari. Area RT 01 RW 01 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Panel PJU terbuka jembatan kecil,"PJU di Jl. Anggrek 5 padam sejak 7 hari, terutama pada pagi. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Bau menyengat dari tumpukan sampah taman,Tumpukan ranting hampir tiap hari tidak diangkut sejak 3 hari. Area RT 07 RW 03 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Lampu jalan mati dekat sekolah,"PJU di Jl. Kenanga 2 padam sejak 4 hari, terutama pada sore. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Limbah rumah tangga ke parit perempatan,"Setelah hujan 10 hari, kali mengalami masalah. Terjadi hambatan aliran dan mengganggu aktivitas warga.",ENVIRONMENT
Eceng gondok menutup kali depan masjid,"Setelah hujan 7 hari, tanah tebing mengalami masalah. Terjadi longsor kecil dan membahayakan pejalan kaki.",ENVIRONMENT
CCTV pos ronda mati samping pos ronda,Kejadian balap liar terjadi setiap hari pada sore di RT 01 RW 01 Kel. Cempaka. Kondisi mengganggu aktivitas warga.,SECURITY
Banjir genangan lapangan komplek,"Setelah hujan 5 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan rawan kecelakaan.",ENVIRONMENT
Kerja bakti rutin balai warga,Mohon dipertimbangkan program kerja bakti bulanan di RT 05 RW 03 Kel. Teratai untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Penerangan taman redup jembatan kecil,"PJU di Jl. Kenanga 2 padam sejak 1 hari, terutama pada sore. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Bahu jalan longsor dekat sekolah,RT 08 RW 01 Jl. Melati 2 di Kel. Cempaka mengalami kerusakan ringan selama 2 hari. Lubang berdiameter 30 cm rawan kecelakaan.,INFRASTRUCTURE
Jembatan kecil rapuh samping pos ronda,RT 09 RW 01 Jl. Kenanga 3 di Kel. Anyelir mengalami kerusakan parah selama 4 hari. Lubang berdiameter 60 cm menghambat akses darurat.,INFRASTRUCTURE
Banjir genangan dekat sekolah,"Setelah hujan 3 hari, tanah tebing mengalami masalah. Terjadi genangan dan mengakibatkan area gelap.",ENVIRONMENT
Eceng gondok menutup kali jembatan kecil,"Setelah hujan 5 hari, kali mengalami masalah. Terjadi longsor kecil dan menyebabkan banjir kecil.",ENVIRONMENT
Kap lampu pecah balai warga,"PJU di Jl. Kenanga 4 padam sejak 2 hari, terutama pada malam. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Sampah menumpuk dekat sekolah,Tumpukan ranting tiap akhir pekan tidak diangkut sejak 3 hari. Area RT 07 RW 02 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Jalan berlubang lapangan komplek,RT 06 RW 03 Jl. Anggrek 1 di Kel. Anyelir mengalami kerusakan ringan selama 3 hari. Lubang berdiameter 160 cm menghambat akses darurat.,INFRASTRUCTURE
Pencurian motor taman,Kejadian balap liar terjadi seminggu sekali pada malam di RT 06 RW 03 Kel. Cempaka. Kondisi mengganggu aktivitas warga.,SECURITY
Kurang tempat sampah gang utama,Tumpukan plastik seminggu sekali tidak diangkut sejak 10 hari. Area RT 01 RW 03 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Balap liar depan masjid,Kejadian keributan terjadi setiap hari pada malam di RT 02 RW 02 Kel. Anyelir. Kondisi membuat jalan licin.,SECURITY
Banjir genangan dekat sekolah,"Setelah hujan 5 hari, tanah tebing mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Kebocoran pipa air lapangan komplek,Pasokan air bermasalah setiap hari sejak 1 hari di Jl. Anggrek 5. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Bau menyengat dari tumpukan sampah balai warga,Tumpukan sampah rumah tangga hampir tiap hari tidak diangkut sejak 7 hari. Area RT 02 RW 01 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
CCTV pos ronda mati jembatan kecil,Kejadian aksi mencurigakan terjadi tiap akhir pekan pada malam di RT 08 RW 02 Kel. Anyelir. Kondisi menyebabkan banjir kecil.,SECURITY
Poster liar dan vandalisme gang utama,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 6 hari. Area RT 03 RW 04 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Banjir genangan pasar,"Setelah hujan 2 hari, pohon besar mengalami masalah. Terjadi hambatan aliran dan menghambat akses darurat.",ENVIRONMENT
Tempat sampah terpilah samping pos ronda,Mohon dipertimbangkan program bank sampah di RT 09 RW 03 Kel. Mawar untuk mencegah membahayakan pejalan kaki.,SUGGESTION
